"Facility ID","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
100135,"Screening for metabolic disorders (SMD)",54,245,,"Alcohol use brief intervention provided or offered",7,228,,9,174,,"Alcohol and other drug use disorder treatment provided or offered at discharge",36,413,,27,413,,"Tobacco use treatment provided or offered at discharge",0,196,,0,196,,"Transition record with specified elements received by discharged patients (TR1)",0,1162,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",50.7,71,,33.8,71,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",68.2,154,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",202,27.6,23.0,33.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,582,,10/01/2023,03/31/2024
100150,"Screening for metabolic disorders (SMD)",96,313,,"Alcohol use brief intervention provided or offered",99,269,,100,267,,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,258,,100,258,,"Tobacco use treatment provided or offered at discharge",99,249,,99,249,,"Transition record with specified elements received by discharged patients (TR1)",98,684,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",58.1,86,,34.9,86,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",47.6,212,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",221,26.2,22.1,30.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,334,,10/01/2023,03/31/2024
100157,"Screening for metabolic disorders (SMD)",93,264,,"Alcohol use brief intervention provided or offered",88,120,,84,106,,"Alcohol and other drug use disorder treatment provided or offered at discharge",99,192,,97,192,,"Tobacco use treatment provided or offered at discharge",85,165,,85,165,,"Transition record with specified elements received by discharged patients (TR1)",64,993,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",45.4,108,,25,108,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",64.1,153,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",254,21.7,18.0,26.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",89,564,,10/01/2023,03/31/2024
100166,"Screening for metabolic disorders (SMD)",99,175,,"Alcohol use brief intervention provided or offered",100,13,,100,13,,"Alcohol and other drug use disorder treatment provided or offered at discharge",93,15,,93,15,,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,307,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",89.6,115,,65.2,115,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",88.9,171,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",234,16.4,12.9,20.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,152,,10/01/2023,03/31/2024
100167,"Screening for metabolic disorders (SMD)",85,254,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",0,402,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",42.6,94,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",81,20.9,17.0,25.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,397,,10/01/2023,03/31/2024
100179,"Screening for metabolic disorders (SMD)",99,328,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,550,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",52.6,76,,31.6,76,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",72.7,139,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",234,19.9,16.3,24.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,465,,10/01/2023,03/31/2024
100200,"Screening for metabolic disorders (SMD)",93,440,,"Alcohol use brief intervention provided or offered",98,66,,98,66,,"Alcohol and other drug use disorder treatment provided or offered at discharge",92,154,,92,154,,"Tobacco use treatment provided or offered at discharge",94,126,,94,126,,"Transition record with specified elements received by discharged patients (TR1)",82,636,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",60.4,134,,38.8,134,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",75.9,315,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",331,22.7,19.3,26.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,312,,10/01/2023,03/31/2024
100204,"Screening for metabolic disorders (SMD)",87,228,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,448,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",48.4,91,,27.5,91,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",68.1,163,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",230,19.5,15.9,23.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",80,322,,10/01/2023,03/31/2024
100206,"Screening for metabolic disorders (SMD)",85,458,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,1018,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",53,253,,33.6,253,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",67.9,496,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",608,21.2,18.7,24.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",99,471,,10/01/2023,03/31/2024
100209,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
100223,"Screening for metabolic disorders (SMD)",96,238,,"Alcohol use brief intervention provided or offered",100,38,,100,38,,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,34,,100,34,,"Tobacco use treatment provided or offered at discharge",100,31,,97,31,,"Transition record with specified elements received by discharged patients (TR1)",0,773,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",48,152,,25.7,152,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",68.1,113,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",358,21.5,18.1,25.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",99,351,,10/01/2023,03/31/2024
100224,"Screening for metabolic disorders (SMD)",90,589,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,1141,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",60.4,106,,46.2,106,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",72.5,160,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",239,25.2,21.2,29.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,363,,10/01/2023,03/31/2024
100226,"Screening for metabolic disorders (SMD)",98,240,,"Alcohol use brief intervention provided or offered",100,30,,100,30,,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,47,,100,47,,"Tobacco use treatment provided or offered at discharge",97,33,,94,33,,"Transition record with specified elements received by discharged patients (TR1)",0,396,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",68.8,48,,33.3,48,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",118,19.2,15.1,24.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,476,,10/01/2023,03/31/2024
100246,"Screening for metabolic disorders (SMD)",96,213,,"Alcohol use brief intervention provided or offered",100,21,,100,21,,"Alcohol and other drug use disorder treatment provided or offered at discharge",96,27,,93,27,,"Tobacco use treatment provided or offered at discharge",85,20,,85,20,,"Transition record with specified elements received by discharged patients (TR1)",0,400,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",45.6,57,,31.6,57,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",77.9,113,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",169,24.4,19.8,29.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,459,,10/01/2023,03/31/2024
100248,"Screening for metabolic disorders (SMD)",98,389,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,856,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",52.2,186,,32.8,186,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",62.8,320,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",559,22.3,19.5,25.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,504,,10/01/2023,03/31/2024
